Send,SORT,Sender,Recipient,time,SenderLocation,LATITUDE,LONGITUDE,RecLocation,RecLat,RecLong,URL,
Whitman,1,Whitman; Walt,Harper's Magazine,1860-01-07,"Brooklyn, NY",40.67815,-73.9445,"New York, NY",40.68005,-73.9432,https://whitmanarchive.org/biography/correspondence/tei/loc.05277.html,
Whitman,2,Whitman; Walt,New York Sunday Courier,1860-01-16,"Brooklyn, NY",40.67815,-73.9445,"New York, NY",40.68005,-73.9432,https://whitmanarchive.org/biography/correspondence/tei/loc.00755.html,
Whitman,3,Whitman; Walt,Lowell; James Russell,1860-01-20,"Brooklyn, NY",40.67815,-73.9445,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/uva.00342.html,
Not,4,Thayer & Eldridge,Whitman; Walt,1860-02-10,"Boston, MA",42.35876,-71.0638,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00560.html,
Not,5,Thayer & Eldridge,Whitman; Walt,1860-02-27,"Boston, MA",42.35876,-71.0638,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00561.html,
Not,6,Thayer & Eldridge,Whitman; Walt,1860-03-02,"Boston, MA",42.35876,-71.0638,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00562.html,
Whitman,7,Whitman; Walt,Editor of the Atlantic Monthly,1860-03-02,"Brooklyn, NY",40.67815,-73.9445,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/prc.00003.html,
Not,8,Ticknor & Fields,Whitman; Walt,1860-03-06,"Boston, MA",42.35876,-71.0638,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/med.00319.html,
Not,9,Thayer & Eldridge,Whitman; Walt,1860-03-07,"Boston, MA",42.35876,-71.0638,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00563.html,
Not,10,Thayer & Eldridge,Whitman; Walt,1860-03-09,"Boston, MA",42.35876,-71.0638,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00564.html,
Not,11,Vaughan; Fred,Whitman; Walt,1860-03-19,"New York, NY",40.68005,-73.9432,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/loc.00565.html,
Not,12,Hine; Charles,Whitman; Walt,1860-03-21,"New York, NY",40.68005,-73.9432,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/loc.00566.html,
Not,13,Vaughan; Fred,Whitman; Walt,1860-03-21,"New York, NY",40.68005,-73.9432,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/loc.00567.html,
Not,14,Clapp Jr.; Henry,Whitman; Walt,1860-03-27,"New York, NY",40.68005,-73.9432,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/loc.00568.html,
Not,15,Vaughan; Fred,Whitman; Walt,1860-03-27,"New York, NY",40.68005,-73.9432,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/loc.00569.html,
Whitman,16,Whitman; Walt,Price; Abby H.,1860-03-29,"Boston, MA",42.35876,-71.0638,"New York, NY",40.68005,-73.9432,https://whitmanarchive.org/biography/correspondence/tei/pml.00011.html,
Whitman,17,Whitman; Walt,Whitman; Thomas Jefferson,1860-04-01,"Boston, MA",42.35876,-71.0638,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/wwh.00002.html,
Not,18,Whitman; Thomas Jefferson,Whitman; Walt,1860-04-03,"Brooklyn, NY",40.67815,-73.9445,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/loc.00392.html,
Not,19,Whitman; Louisa Van Velsor,Whitman; Walt,1860-04-04,"Brooklyn, NY",40.67815,-73.9445,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/duk.00422.html,
Not,20,Sammis; O. K.,Whitman; Walt,1860-04-06,"Brooklyn, NY",40.67815,-73.9445,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/loc.00863.html,
Not,21,Vaughan; Fred,Whitman; Walt,1860-04-09,"New York, NY",40.68005,-73.9432,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/loc.00570.html,
Not,22,Whitman; Thomas Jefferson,Whitman; Walt,1860-04-16,"Brooklyn, NY",40.67815,-73.9445,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/loc.00393.html,
Not,23,Baker; Frederick,Whitman; Walt,1860-04-23,"New York, NY",40.68005,-73.9432,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/loc.00848.html,
Whitman,24,Whitman; Walt,Baker; Frederick,1860-04-24,"Boston, MA",42.35876,-71.0638,"New York, NY",40.68005,-73.9432,https://whitmanarchive.org/biography/correspondence/tei/loc.00756.html,
Not,25,Vaughan; Fred,Whitman; Walt,1860-04-30,"New York, NY",40.68005,-73.9432,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/loc.00571.html,
Whitman,26,Whitman; Walt,Thayer & Eldridge,1860-05-01,"Brooklyn, NY",40.67815,-73.9445,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/loc.00757.html,
Whitman,27,Whitman; Walt,Whitman; Thomas Jefferson,1860-05-10,"Boston, MA",42.35876,-71.0638,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/wwh.00003.html,
Not,28,Clapp; Jr.; Henry,Whitman; Walt,1860-05-12,"New York, NY",40.68005,-73.9432,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/med.00326.html,
Not,29,Clapp Jr.; Henry,Whitman; Walt,1860-05-14,"New York, NY",40.68005,-73.9432,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/med.00331.html,
Not,30,Vaughan; Fred,Whitman; Walt,1860-05-17,"New York, NY",40.68005,-73.9432,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/loc.00572.html,
Not,31,Heyde; Charles L.,Whitman; Walt,1860-05-18,"Burlington, VT",44.47593,-73.2122,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/duk.00384.html,
Not,32,Vaughan; Fred,Whitman; Walt,1860-05-21,"New York, NY",42.35876,-71.0638,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/loc.00573.html,
Not,33,Thayer & Eldridge,Whitman; Walt,1860-05-24,"Boston, MA",42.35876,-71.0638,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00574.html,
Not,34,Thayer; William Wilde,Whitman; Walt,1860-06-05,"Boston, MA",42.35876,-71.0638,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00575.html,
Whitman,35,Whitman; Walt,Clapp; Henry Jr.,1860-06-12,"Brooklyn, NY",40.67815,-73.9445,"New York, NY",40.68005,-73.9432,https://whitmanarchive.org/biography/correspondence/tei/uva.00343.html,
Not,36,Thayer & Eldridge,Whitman; Walt,1860-06-14,"Boston, MA",42.35876,-71.0638,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00576.html,
Not,37,Redpath; James,Whitman; Walt,1860-06-25,"Malden, MA",42.4251,-71.0662,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.01012.html,
Not,38,Smith; Susan Garnet,Whitman; Walt,1860-07-11,"Hartford, CT",41.76351,-72.6847,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/med.00332.html,
Not,39,Thayer & Eldridge,Whitman; Walt,1860-07-27,"Boston, MA",42.35876,-71.0638,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00577.html,
Whitman,40,Whitman; Walt,Thayer & Eldridge,1860-08-01,"Brooklyn, NY",40.67815,-73.9445,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/tex.00147.html,
Not,41,Walton; Wilhelmina,Whitman; Walt,1860-08-16,"Hartford, CT",41.76371,-72.6851,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.01003.html,
Not,42,Thayer & Eldridge,Whitman; Walt,1860-08-17,"Boston, MA",42.35876,-71.0638,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00578.html,
Not,43,Thayer & Eldridge,Whitman; Walt,1860-10-11,"Boston, MA",42.35876,-71.0638,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00579.html,
Not,44,Thayer & Eldridge,Whitman; Walt,1860-10-15,"Boston, MA",42.35876,-71.0638,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00580.html,
Not,45,Thayer & Eldridge [DUPLICATE],Whitman; Walt,1860-10-15,"Boston, MA",42.35876,-71.0638,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00580.html,
Not,46,Thayer & Eldridge,Whitman; Walt,1860-12-01,"Boston, MA",42.35876,-71.0638,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00581.html,
Not,47,Thayer & Eldridge,Whitman; Walt,1860-12-05,"Boston, MA",42.35876,-71.0638,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00582.html,
Not,48,Jewell; Harvey; Kendall; C.S.,Whitman; Walt,1861-02-06,"Boston, MA",42.35876,-71.0638,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00583.html,
Not,49,Thayer; William Wilde,Whitman; Walt,1861-04-19,"Boston, MA",42.35876,-71.0638,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00584.html,
Whitman,50,Whitman; Walt,Whitman; George Washington,1861-07-12,"Brooklyn, NY",40.67815,-73.9445,"Falmouth,VA",37.11355,-76.487,https://whitmanarchive.org/biography/correspondence/tei/duk.00378.html,
Whitman,51,Whitman; Walt,Lowell; James Russell,1861-10-01,"Brooklyn, NY",40.67815,-73.9445,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/prc.00004.html,
Whitman,52,Whitman; Walt,Lowell; James Russell,1861-10-02,"Brooklyn, NY",40.67815,-73.9445,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/har.00051.html,
Not,53,Editors of the Atlantic Monthly,Whitman; Walt,1861-10-10,"Boston, MA",42.35876,-71.0638,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00585.html,
Whitman,54,Whitman; Walt,Breese; Samuel Livingston,1861-11-01,"Brooklyn, NY",40.67815,-73.9445,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.01005.html,
Not,55,Soule; Silas S.,Whitman; Walt,1862-01-08,"Denver, CO",39.73924,-104.99,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00586.html,
Not,56,Soule; Silas S.,Whitman; Walt,1862-03-12,"Denver, CO",39.73924,-104.99,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00587.html,
Not,57,Eyre; Ellen,Whitman; Walt,1862-03-25,"New York, NY",40.68005,-73.9432,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00588.html,
Not,58,Vaughan; Fred,Whitman; Walt,1862-05-02,"New York, NY",42.35876,-71.0638,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00589.html,
Not,59,Redpath; James,Whitman; Walt,1862-05-26,"Boston, MA",42.35876,-71.0638,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00859.html,
Not,60,Thayer; William Wilde,Whitman; Walt,1862-08-31,"Boston, MA",42.35876,-71.0638,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00590.html,
Not,61,Whitman; Thomas Jefferson,Whitman; Walt,1862-12-19,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00394.html,
Whitman,62,Whitman; Walt,Emerson; Ralph Waldo,1862-12-29,"Washington, DC",38.89618,-77.0365,"Buffalo, NY",42.88616,-78.8767,https://whitmanarchive.org/biography/correspondence/tei/har.00050.html,
Whitman,63,Whitman; Walt,Whitman; Louisa Van Velsor,1862-12-29,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00758.html,
Not,64,Whitman; Thomas Jefferson,Whitman; Walt,1863-01-01,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00395.html,
Not,65,Whitman; Thomas Jefferson,Whitman; Walt,1863-01-03,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00396.html,
Not,66,Emerson; Ralph Waldo,Whitman; Walt,1863-01-12,"Buffalo, NY",42.88616,-78.8767,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00761.html,
Not,67,Whitman; George Washington,Whitman; Walt,1863-01-13,"Falmouth,VA",37.11355,-76.487,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/duk.00334.html,
Not,68,Wood; George,Whitman; Walt,1863-01-15,"Washington, DC",38.89618,-77.0365,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00878.html,
Whitman,69,Whitman; Walt,Whitman; Thomas Jefferson,1863-01-16,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/hyb.00003.html,
Whitman,70,Whitman; Walt,Wood; George,1863-01-17,"Washington, DC",38.89618,-77.0365,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/hav.00002.html,
Whitman,71,Whitman; Walt,Emerson; Ralph Waldo,1863-01-17,"Washington, DC",38.89618,-77.0365,"Buffalo, NY",42.88616,-78.8767,https://whitmanarchive.org/biography/correspondence/tei/uva.00344.html,
Not,72,Lane; Moses,Whitman; Walt,1863-01-26,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00883.html,
Not,73,Whitman; George Washington,Whitman; Walt,1863-02-01,"Falmouth,VA",37.11355,-76.487,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/duk.00336.html,
Not,74,Whitman; George Washington,Whitman; Walt,1863-02-06,"Falmouth,VA",37.11355,-76.487,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/duk.00337.html,
Not,75,Whitman; Thomas Jefferson,Whitman; Walt,1863-02-06,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00397.html,
Whitman,76,Whitman; Walt,Whitman; Louisa Van Velsor,1863-02-06,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00762.html,
Whitman,77,Whitman; Walt,Whitman; Louisa Van Velsor,1863-02-09,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00763.html,
Not,78,Whitman; Thomas Jefferson,Whitman; Walt,1863-02-10,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00398.html,
Not,79,Whitman; George Washington,Whitman; Walt,1863-02-12,"Falmouth,VA",37.11355,-76.487,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/duk.00339.html,
Not,80,Whitman; Thomas Jefferson,Whitman; Walt,1863-02-12,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00399.html,
Whitman,81,Whitman; Walt,Whitman; Thomas Jefferson,1863-02-13,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00764.html,
Whitman,82,Whitman; Walt,Swinton; John,1863-02-23,"Washington, DC",38.89618,-77.0365,"New York, NY",40.68005,-73.9432,https://whitmanarchive.org/biography/correspondence/tei/bos.00006.html,
Not,83,Whitman; George Washington,Whitman; Walt,1863-02-25,"Falmouth,VA",37.11355,-76.487,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/duk.00341.html,
Not,84,Swinton; John,Whitman; Walt,1863-02-25,"New York, NY",40.68005,-73.9432,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00593.html,
Not,85,Harpers Weekly,Whitman; Walt,1863-02-26,"New York, NY",40.68005,-73.9432,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00856.html,
Not,86,Whitman; Louisa Van Velsor,Whitman; Walt,1863-03-01,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,,
Not,87,Whitman; Thomas Jefferson,Whitman; Walt,1863-03-03,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00400.html,
Whitman,88,Whitman; Walt,Whitman; Thomas Jefferson,1863-03-06,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/wwh.00005.html,
Whitman,89,Whitman; Walt,Whitman; Louisa Van Velsor,1863-03-08,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/wwh.00006.html,
Not,90,Whitman; Thomas Jefferson,Whitman; Walt,1863-03-09,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00401.html,
Not,91,Redpath; James,Whitman; Walt,1863-03-10,"Boston, MA",42.35876,-71.0638,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.01007.html,
Not,92,Boyd; Justus F.,Whitman; Walt,1863-03-10,"Cohoctah, MI",42.73541,-83.9824,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/tex.00121.html,
Not,93,Whitman; Thomas Jefferson,Whitman; Walt,1863-03-12,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00402.html,
Whitman,94,Whitman; Walt,Whitman; Thomas Jefferson,1863-03-18,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/wwh.00007.html,
Not,95,Whitman; Thomas Jefferson,Whitman; Walt,1863-03-19,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/duk.00310.html,
Whitman,96,Whitman; Walt,Bloom; Nathaniel; Gray; John F. S.,1863-03-19,"Washington, DC",38.89618,-77.0365,"New York, NY",40.68005,-73.9432,https://whitmanarchive.org/biography/correspondence/tei/uva.00345.html,
Not,97,Whitman; Louisa Van Velsor,Whitman; Walt,1863-03-19,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/duk.00426.html,
Not,98,Whitman; Thomas Jefferson,Whitman; Walt,1863-03-21,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00403.html,
Not,99,Kingsley; Charles S.,Whitman; Walt,1863-03-21,"New York, NY",40.68005,-73.9432,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/nyp.00137.html,
Whitman,100,Whitman; Walt,Whitman; Louisa Van Velsor,1863-03-31,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00765.html,
Not,101,Whitman; Thomas Jefferson,Whitman; Walt,1863-04-02,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00404.html,
Not,102,Whitman; Thomas Jefferson,Whitman; Walt,1863-04-03,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00405.html,
Not,103,Wallace; Will W.,Whitman; Walt,1863-04-05,"Nashville, TN",36.16266,-86.7816,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00594.html,
Not,104,Whitman; Thomas Jefferson,Whitman; Walt,1863-04-06,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00406.html,
Not,105,Whitman; Thomas Jefferson,Whitman; Walt,1863-04-11,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00407.html,
Not,106,Whitman; Thomas Jefferson,Whitman; Walt,1863-04-13,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00408.html,
Whitman,107,Whitman; Walt,Whitman; Louisa Van Velsor,1863-04-15,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00766.html,
Not,108,Whitman; Thomas Jefferson,Whitman; Walt,1863-04-20,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00409.html,
Whitman,109,Whitman; Walt,Sawyer; Thomas P.,1863-04-21,"Washington, DC",38.89618,-77.0365,"New York, NY",40.68005,-73.9432,https://whitmanarchive.org/biography/correspondence/tei/nyp.00180.html,
Not,110,Whitman; Thomas Jefferson,Whitman; Walt,1863-04-25,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00410.html,
Not,111,Sawyer; Thomas P.,Whitman; Walt,1863-04-26,"New York, NY",40.68005,-73.9432,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/nyp.00138.html,
Whitman,112,Whitman; Walt,Sawyer; Thomas P.,1863-04-26,"Washington, DC",38.89618,-77.0365,"New York, NY",40.68005,-73.9432,https://whitmanarchive.org/biography/correspondence/tei/nyp.00181.html,
Not,113,Boyd; Justus F.,Whitman; Walt,1863-04-27,"Cohoctah, MI",42.73541,-83.9824,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/tex.00122.html,
Whitman,114,Whitman; Walt,Whitman; Louisa Van Velsor,1863-04-28,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00767.html,
Not,115,McReady; Fred B.,Whitman; Walt,1863-04-29,"Winchester, KY",37.99014,-84.1797,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/nyp.00227.html,
Not,116,Whitman; Louisa Van Velsor,Whitman; Walt,1863-04-29,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/tex.00169.html,
Not,117,Gray; John F.S.,Whitman; Walt,1863-05-01,"New York, NY",40.68005,-73.9432,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/tex.00123.html,
Not,118,Whitman; Thomas Jefferson,Whitman; Walt,1863-05-02,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00411.html,
Whitman,119,Whitman; Walt,Whitman; Louisa Van Velsor,1863-05-05,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00768.html,
Not,120,Redpath; James,Whitman; Walt,1863-05-05,"Boston, MA",42.35876,-71.0638,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.01008.html,
Not,121,Wallace; Will W.,Whitman; Walt,1863-05-07,"New York, NY",40.68005,-73.9432,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00595.html,
Not,122,Whitman; Thomas Jefferson,Whitman; Walt,1863-05-09,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00412.html,
Whitman,123,Whitman; Walt,Lane; Moses,1863-05-11,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00769.html,
Not,124,Whitman; Thomas Jefferson,Whitman; Walt,1863-05-12,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00413.html,
Whitman,125,Whitman; Walt,Whitman; Louisa Van Velsor,1863-05-13,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00770.html,
Whitman,126,Whitman; Walt,Wyckoff; Nicholas; Northrup; Daniel L.,1863-05-14,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00885.html,
Not,127,Boyd; Justus F.,Whitman; Walt,1863-05-14,"Cohoctah, MI",42.73541,-83.9824,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/nyp.00139.html,
Whitman,128,Whitman; Walt,Whitman; Louisa Van Velsor,1863-05-19,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00771.html,
Whitman,129,Whitman; Walt,Whitman; Louisa Van Velsor,1863-05-26,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00772.html,
Not,130,Whitman; Thomas Jefferson,Whitman; Walt,1863-05-27,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00414.html,
Not,131,Lane; Moses,Whitman; Walt,1863-05-27,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00884.html,
