Send,SORT,Sender,Recipient,time,SenderLocation,LATITUDE,LONGITUDE,RecLocation,RecLat,RecLong,URL,
Whitman,4415,"Whitman, Walt","Ingram, William",1889-09-02,"Camden, NJ",39.94525146,-75.119133,?,not found,not found,,
Not,4416,"Bucke, Richard Maurice","Whitman, Walt",1889-09-03,"London, Ont., CAN",42.98690033,-81.24623871,"Camden, NJ",39.945251,-75.119133,,
Whitman,4417,"Whitman, Walt","Bucke, Richard Maurice",1889-09-04,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Not,4418,"Bucke, Richard Maurice","Whitman, Walt",1889-09-05,"London, Ont., CAN",42.98690033,-81.24623871,"Camden, NJ",39.945251,-75.119133,,
Not,4419,"Kennedy, William Sloane","Whitman, Walt",1889-09-05,?,,,"Camden, NJ",39.945251,-75.119133,,
Whitman,4420,"Whitman, Walt","Bucke, Richard Maurice",1889-09-06,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Whitman,4421,"Whitman, Walt","Kennedy, William Sloane",1889-09-07,"Camden, NJ",39.94525146,-75.119133,?,not found,not found,,
Whitman,4422,"Whitman, Walt","Smith, R. Pearsall",1889-09-08,"Camden, NJ",39.94525146,-75.119133,"Haslemere, GB-ENG",51.088791,-0.70876002,,
Not,4423,"Bucke, Richard Maurice","Whitman, Walt",1889-09-09,"London, Ont., CAN",42.98690033,-81.24623871,"Camden, NJ",39.9452515,-75.119133,,
Not,4424,"Rhys, Ernest","Whitman, Walt",1889-09-11,"London, GB-ENG",51.50642014,-0.127210006,"Camden, NJ",39.945251,-75.119133,,
Not,4425,"Arnold, Sir Edwin","Whitman, Walt",1889-09-12,"Washington, D.C.",38.89036942,-77.03195953,"Camden, NJ",39.945251,-75.119133,,
Not,4426,"O'Connor, Ellen M.","Whitman, Walt",1889-09-12,"North Perry, ME",45.02996063,-67.10910034,"Camden, NJ",39.945251,-75.119133,,
Whitman,4427,"Whitman, Walt","Bucke, Richard Maurice",1889-09-14,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Whitman,4428,"Whitman, Walt","Kennedy, William Sloane",1889-09-14,"Camden, NJ",39.94525146,-75.119133,"Belmont, MA",42.39706,-71.1783371,,
Not,4429,"Kennedy, William Sloane","Whitman, Walt",1889-09-15,"Belmont, MA",42.39625931,-71.17700958,"Camden, NJ",39.945251,-75.119133,,
Whitman,4430,"Whitman, Walt","O'Connor, Ellen M.",1889-09-15,"Camden, NJ",39.94525146,-75.119133,"North Perry, ME",45.029961,-67.1091003,,
Not,4431,"Donaldson, Thomas","Whitman, Walt",1889-09-16,"Philadelphia, PA",39.95222092,-75.16217804,"Camden, NJ",39.945251,-75.119133,,
Whitman,4432,"Whitman, Walt","Bucke, Richard Maurice",1889-09-18,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Whitman,4433,"Whitman, Walt","O'Connor, Ellen M.",1889-09-19,"Camden, NJ",39.94525146,-75.119133,"Boston, MA",42.358662,-71.0567398,,
Not,4434,"Corning, the Reverend J. Leonard","Whitman, Walt",1889-09-19,,,,"Camden, NJ(?)",,,,
Not,4435,"Foord, John","Whitman, Walt",1889-09-19,,,,"Camden, NJ(?)",,,,
Not,4436,"Grundy, Fanny M.","Whitman, Walt",1889-09-19,"Wakeham, GB-ENG",50.54270554,-2.430768967,"Camden, NJ",39.945251,-75.119133,,
Not,4437,"Bucke, Richard Maurice","Whitman, Walt",1889-09-20,"London, Ont., CAN",42.98690033,-81.24623871,"Camden, NJ",39.9452515,-75.119133,,
Not,4438,"Fisher, Mary A.","Whitman, Walt",1889-09-21,"New York, NY",40.71455002,-74.00714111,"Camden, NJ",39.945251,-75.119133,,
Not,4439,"Stafford, Susan","Whitman, Walt",1889-09-21,,,,"Camden, NJ(?)",,,,
Whitman,4440,"Whitman, Walt","Bucke, Richard Maurice",1889-09-22,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Whitman,4441,"Whitman, Walt","Bucke, Richard Maurice",1889-09-25,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Not,4442,"Cook, Marjorie","Whitman, Walt",1889-09-25,"Chicago, IL",41.88425064,-87.63244629,"Camden, NJ",39.945251,-75.119133,,
Not,4443,Harper & Brothers,"Whitman, Walt",1889-09-25,"New York, NY",40.71455002,-74.00714111,"Camden, NJ",39.945251,-75.119133,,
Not,4444,"O'Connor, Ellen M.","Whitman, Walt",1889-09-26,"Nantucket, MA",41.28520966,-70.09932709,"Camden, NJ",39.945251,-75.119133,,
Whitman,4445,"Whitman, Walt","Bucke, Richard Maurice",1889-09-27,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869003,-81.2462387,,
Not,4446,"Bucke, Richard Maurice","Whitman, Walt",1889-09-28,"London, Ont., CAN",42.98690033,-81.24623871,"Camden, NJ",39.945251,-75.119133,,
Whitman,4447,"Whitman, Walt","O'Connor, Ellen M.",1889-09-29,"Camden, NJ",39.94525146,-75.119133,"Boston, MA",42.358662,-71.0567398,,
Whitman,4448,"Whitman, Walt","Burroughs, John",1889-09-30,"Camden, NJ",39.94525146,-75.119133,"West Park, NY",41.7851715,-73.9594727,,
Whitman,4449,"Whitman, Walt","Hemenway, O.O.",1889-09-30,"Camden, NJ",39.94525146,-75.119133,"Pittsfield, IL",39.60677,-90.8048172,,
Whitman,4450,"Whitman, Walt","Kennedy, William Sloane",1889-09-30,"Camden, NJ",39.94525146,-75.119133,"Belmont, MA",42.39706,-71.1783371,,
Not,4451,"Kelley, Louis S.","Whitman, Walt",1889-10-01,"Chicago, IL",41.88425064,-87.63244629,"Camden, NJ",39.945251,-75.119133,,
Whitman,4452,"Whitman, Walt","Bucke, Richard Maurice",1889-10-03,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Not,4453,"Kennedy, William Sloane","Whitman, Walt",1889-10-03,,,,"Camden, NJ(?)",,,,
Not,4454,"Strout, H.S.","Whitman, Walt",1889-10-03,"Boston, MA",42.35866165,-71.05673981,"Camden, NJ",39.945251,-75.119133,,
Whitman,4455,"Whitman, Walt","Bucke, Richard Maurice",1889-10-05,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Whitman,4456,"Whitman, Walt","Kennedy, William Sloane",1889-10-07,"Camden, NJ",39.94525146,-75.119133,?,not found,not found,,
Whitman,4457,"Whitman, Walt","Bucke, Richard Maurice",1889-10-08,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869003,-81.2462387,,
Not,4458,"Bucke, Richard Maurice","Whitman, Walt",1889-10-08,"London, Ont., CAN",42.98690033,-81.24623871,"Camden, NJ",39.9452515,-75.119133,,
Whitman,4459,"Whitman, Walt","McKay, David",1889-10-08,"Camden, NJ(?)",,,,,,,
Not,4460,"Eldridge, Charles W.","Whitman, Walt",1889-10-08,"San Francisco, CA",37.77711868,-122.4196396,"Camden, NJ",39.9452515,-75.119133,,
Not,4461,"Daintrey, Laura","Whitman, Walt",1889-10-08,"New York, NY",40.71455002,-74.00714111,"Camden, NJ",39.945251,-75.119133,,
Whitman,4462,"Whitman, Walt","Bucke, Richard Maurice",1889-10-10,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869003,-81.2462387,,
Whitman,4463,"Whitman, Walt","Kennedy, William Sloane",1889-10-10,"Camden, NJ",39.94525146,-75.119133,?,not found,not found,,
Not,4464,"Kennedy, William Sloane","Whitman, Walt",1889-10-10,"Belmont, MA",42.39625931,-71.17700958,"Camden, NJ",39.9452515,-75.119133,,
Not,4465,"McKenzie, William P.","Whitman, Walt",1889-10-10,"Auburn, NY",42.92935944,-76.56591034,"Camden, NJ",39.945251,-75.119133,,
Not,4466,"McIlhaney, A. K.","Whitman, Walt",1889-10-11,"Bath, PA",40.72724915,-75.39250946,"Camden, NJ",39.945251,-75.119133,,
Whitman,4467,"Whitman, Walt","Bucke, Richard Maurice",1889-10-12,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869003,-81.2462387,,
Whitman,4468,"Whitman, Walt","Kennedy, William Sloane",1889-10-13,"Camden, NJ",39.94525146,-75.119133,"Belmont, MA",42.39706,-71.1783371,,
Not,4469,"Smith, Robert Pearsall","Whitman, Walt",1889-10-13,"London, GB-ENG",51.50642014,-0.127210006,"Camden, NJ",39.9452515,-75.119133,,
Not,4470,"Scull, Walter Delaplaine","Whitman, Walt",1889-10-14,"Manchester, GB-ENG",53.47959137,-2.248739958,"Camden, NJ",39.945251,-75.119133,,
Whitman,4471,"Whitman, Walt","Bucke, Richard Maurice",1889-10-15,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Whitman,4472,"Whitman, Walt","Costelloe, Mary Smith",1889-10-15,"Camden, NJ",39.94525146,-75.119133,"London, GB-ENG",51.50642,-0.12721001,,
Not,4473,"Kennedy, William Sloane","Whitman, Walt",1889-10-15,"Belmont, MA",42.39625931,-71.17700958,"Camden, NJ",39.945251,-75.119133,,
Whitman,4474,"Whitman, Walt","Bucke, Richard Maurice",1889-10-16,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Not,4475,"Labar, Richard E.","Whitman, Walt",1889-10-16,"Waukesha, WI",43.01457977,-88.23548126,"Camden, NJ",39.945251,-75.119133,,
Whitman,4476,"Whitman, Walt","Kennedy, William Sloane",1889-10-17,"Camden, NJ",39.94525146,-75.119133,"Belmont, MA",42.39706,-71.1783371,,
Whitman,4477,"Whitman, Walt","Bucke, Richard Maurice",1889-10-18,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869003,-81.2462387,,
Not,4478,"Bucke, Richard Maurice","Whitman, Walt",1889-10-18,"London, Ont., CAN",42.98690033,-81.24623871,"Camden, NJ",39.9452515,-75.119133,,
Not,4479,"Kennedy, William Sloane","Whitman, Walt",1889-10-18,,,,"Camden, NJ(?)",,,,
Whitman,4480,"Whitman, Walt","Bucke, Richard Maurice",1889-10-21,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869003,-81.2462387,,
Whitman,4481,"Whitman, Walt","Bucke, Richard Maurice",1889-10-22,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Whitman,4482,"Whitman, Walt","Bucke, Richard Maurice",1889-10-23,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Not,4483,"Rhys, Ernest","Whitman, Walt",1889-10-23,"Shepton Mallet, GB-ENG",51.1897583,-2.546920061,"Camden, NJ",39.945251,-75.119133,,
Whitman,4484,"Whitman, Walt","Bucke, Richard Maurice",1889-10-24,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Not,4485,"Alden, Henry M.","Whitman, Walt",1889-10-24,,,,"Camden, NJ(?)",,,,
Not,4486,"Bucke, Richard Maurice","Whitman, Walt",1889-10-25,"London, Ont., CAN",42.98690033,-81.24623871,"Camden, NJ",39.9452515,-75.119133,,
Not,4487,"Colles, Richard W.","Whitman, Walt",1889-10-26,"Dublin, IRL",53.34806824,-6.248270035,"Camden, NJ",39.945251,-75.119133,,
Not,4488,"Costelloe, Mary Smith","Whitman, Walt",1889-10-26,"Haslemere, GB-ENG",51.08879089,-0.708760023,"Camden, NJ",39.945251,-75.119133,,
Whitman,4489,"Whitman, Walt","Bucke, Richard Maurice",1889-10-26,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869003,-81.2462387,,
Whitman,4490,"Whitman, Walt","Costelloe, Mary Smith",1889-10-27,"Camden, NJ",39.94525146,-75.119133,"London, GB-ENG",51.50642,-0.12721001,,
Not,4491,"Kennedy, William Sloane","Whitman, Walt",1889-10-27,"Belmont, MA",42.39625931,-71.17700958,"Camden, NJ",39.9452515,-75.119133,,
Not,4492,"Wroth, James W.","Whitman, Walt",1889-10-27,,,,"Camden, NJ(?)",,,,
Whitman,4493,"Whitman, Walt","Bucke, Richard Maurice",1889-10-27,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Not,4494,"Redpath, James","Whitman, Walt",1889-10-27,,,,"Camden, NJ(?)",,,,
Whitman,4495,"Whitman, Walt","Bucke, Richard Maurice",1889-10-28,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Not,4496,"Bucke, Richard Maurice","Whitman, Walt",1889-10-29,"London, Ont., CAN",42.98690033,-81.24623871,"Camden, NJ",39.945251,-75.119133,,
Whitman,4497,"Whitman, Walt","Bucke, Richard Maurice",1889-10-30,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869003,-81.2462387,,
Not,4498,"Bucke, Richard Maurice","Whitman, Walt",1889-10-30,"London, Ont., CAN",42.98690033,-81.24623871,"Camden, NJ",39.945251,-75.119133,,
Whitman,4499,"Whitman, Walt","Bucke, Richard Maurice",1889-10-31,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Not,4500,"Heyde, Charles L.","Whitman, Walt",10/??/1889,"Burlington, VT",44.47592926,-73.21276855,"Camden, NJ",39.9452515,-75.119133,,
Not,4501,"Garland, Hamlin","Whitman, Walt",10/??/1889,,,,"Camden, NJ(?)",,,,
Whitman,4502,"Whitman, Walt","Bucke, Richard Maurice",1889-11-01,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869003,-81.2462387,,
Whitman,4503,"Whitman, Walt","Bucke, Richard Maurice",1889-11-04,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869003,-81.2462387,,
Not,4504,"Bucke, Richard Maurice","Whitman, Walt",1889-11-05,"London, Ont., CAN",42.98690033,-81.24623871,"Camden, NJ",39.945251,-75.119133,,
Not,4505,"Kennedy, William Sloane","Whitman, Walt",1889-11-05,"Belmont, MA",42.39625931,-71.17700958,"Camden, NJ",39.945251,-75.119133,,
Whitman,4506,"Whitman, Walt","Bucke, Richard Maurice",1889-11-06,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Not,4507,"Bucke, Richard Maurice","Whitman, Walt",1889-11-06,"London, Ont., CAN",42.98690033,-81.24623871,"Camden, NJ",39.9452515,-75.119133,,
Whitman,4508,"Whitman, Walt","Kennedy, William Sloane",1889-11-06,"Camden, NJ",39.94525146,-75.119133,"Belmont, MA",42.39706,-71.1783371,,
Whitman,4509,"Whitman, Walt","O'Connor, Ellen M.",1889-11-07,"Camden, NJ",39.94525146,-75.119133,"Boston, MA",42.358662,-71.0567398,,
Not,4510,"Bucke, Richard Maurice","Whitman, Walt",1889-11-08,"London, Ont., CAN",42.98690033,-81.24623871,"Camden, NJ",39.945251,-75.119133,,
Not,4511,"O'Connor, Ellen M.","Whitman, Walt",1889-11-08,"South Weymouth, MA",42.17464828,-70.94982147,"Camden, NJ",39.9452515,-75.119133,,
Whitman,4512,"Whitman, Walt","Bucke, Richard Maurice",1889-11-09,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869003,-81.2462387,,
Not,4513,"Smith, Alys","Whitman, Walt",1889-11-09,"Bryn Mawr, PA",40.03139877,-75.31542206,"Camden, NJ",39.9452515,-75.119133,,
Not,4514,"Whitman, Jessie Louisa","Whitman, Walt",1889-11-10,,,,"Camden, NJ(?)",,,,
Not,4515,"Rolleston, T. W. H.","Whitman, Walt",1889-11-10,,,,"Camden, NJ(?)",,,,
Whitman,4516,"Whitman, Walt","Bucke, Richard Maurice",1889-11-12,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Whitman,4517,"Whitman, Walt","Bucke, Richard Maurice",1889-11-13,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Whitman,4518,"Whitman, Walt","Bucke, Richard Maurice",1889-11-13,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Whitman,4519,"Whitman, Walt","Bucke, Richard Maurice",1889-11-16,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Not,4520,"Aldrich, Charles","Whitman, Walt",1889-11-18,,,,"Camden, NJ(?)",,,,
Whitman,4521,"Whitman, Walt","Bucke, Richard Maurice",1889-11-19,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Whitman,4522,"Whitman, Walt",Editor of the Weekly,1889-11-19,"Camden, NJ",39.94525146,-75.119133,,,,,
Whitman,4523,"Whitman, Walt","Wormwood, R. F.",1889-11-19,"Camden, NJ",39.94525146,-75.119133,"Fryeburg, ME",44.014629,-70.9832993,,
Not,4524,"Grey, H. S.","Whitman, Walt",1889-11-20,"Salem, NJ",39.56893158,-75.47042084,"Camden, NJ",39.945251,-75.119133,,
Not,4525,"O'Connor, Ellen M.","Whitman, Walt",1889-11-20,"Washington, D.C.",38.89036942,-77.03195953,"Camden, NJ",39.9452515,-75.119133,,
Whitman,4526,"Whitman, Walt","Bucke, Richard Maurice",1889-11-21,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869003,-81.2462387,,
Whitman,4527,"Whitman, Walt","O'Connor, Ellen M.",1889-11-23,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.890369,-77.0319595,,
Not,4528,"Sherman, Caroline K.","Whitman, Walt",1889-11-27,"Chicago, IL",41.88425064,-87.63244629,"Camden, NJ",39.945251,-75.119133,,
Not,4529,"O'Connor, Ellen M.","Whitman, Walt",1889-11-29,"Washington, D.C.",38.89036942,-77.03195953,"Camden, NJ",39.945251,-75.119133,,
Whitman,4530,"Whitman, Walt","Bucke, Richard Maurice",1889-12-03,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869003,-81.2462387,,
Not,4531,"Bucke, Richard Maurice","Whitman, Walt",1889-12-03,"London, Ont., CAN",42.98690033,-81.24623871,"Camden, NJ",39.945251,-75.119133,,
Not,4532,"McClure, S. S.","Whitman, Walt",1889-12-03,"New York, NY",40.71455002,-74.00714111,"Camden, NJ",39.945251,-75.119133,,
Whitman,4533,"Whitman, Walt","McClure, S. S.",1889-12-04,"Camden, NJ",39.94525146,-75.119133,"New York, NY",40.71455,-74.0071411,,
Not,4534,"Rhys, Ernest","Whitman, Walt",1889-12-07,"London, GB-ENG",51.50642014,-0.127210006,"Camden, NJ",39.945251,-75.119133,,
Whitman,4535,"Whitman, Walt","Bucke, Richard Maurice",1889-12-07,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Whitman,4536,"Whitman, Walt","Costelloe, Mary Smith",1889-12-07,"Camden, NJ",39.94525146,-75.119133,"London, GB-ENG",51.50642,-0.12721001,,
Not,4537,"Bucke, Richard Maurice","Whitman, Walt",1889-12-08,"London, Ont., CAN",42.98690033,-81.24623871,"Camden, NJ",39.945251,-75.119133,,
Whitman,4538,"Whitman, Walt","Bucke, Richard Maurice",1889-12-09,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Not,4539,"Symonds, John Addington","Whitman, Walt",1889-12-09,"Davos Platz, CHE",46.81230164,9.835087776,"Camden, NJ",39.9452515,-75.119133,,
Whitman,4540,"Whitman, Walt","McKay, David",1889-12-11,"Camden, NJ",39.94525146,-75.119133,"Philadelphia, PA?",39.952221,-75.162178,,
Whitman,4541,"Whitman, Walt","Bucke, Richard Maurice",1889-12-13,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Whitman,4542,"Whitman, Walt","Kennedy, William Sloane",1889-12-13,"Camden, NJ",39.94525146,-75.119133,"Belmont, MA",42.39706,-71.1783371,,
Not,4543,"Morris, Harrison S.","Whitman, Walt",1889-12-13,"Philadelphia, PA",39.95222092,-75.16217804,"Camden, NJ",39.945251,-75.119133,,
Not,4544,"Mitchell, Dr. S. Weir","Whitman, Walt",1889-12-13,"Philadelphia, PA",39.95222092,-75.16217804,"Camden, NJ",39.945251,-75.119133,,
Not,4545,"Burroughs, John","Whitman, Walt",1889-12-17,"Poughkeepsie, NY",41.70671082,-73.92936707,"Camden, NJ",39.945251,-75.119133,,
Whitman,4546,"Whitman, Walt","O'Connor, Ellen M.",1889-12-18,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.8903694,-77.0319595,,
Whitman,4547,"Whitman, Walt","Bucke, Richard Maurice",1889-12-18,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Not,4548,"Wroth, James W.","Whitman, Walt",1889-12-18,"Jesus Maria, MEX",20.81134033,-102.7505264,"Camden, NJ",39.945251,-75.119133,,
Not,4549,"Heyde, Charles L.","Whitman, Walt",1889-12-20,"Burlington, VT",44.47592926,-73.21276855,"Camden, NJ",39.945251,-75.119133,,
Not,4550,"Bucke, Richard Maurice","Whitman, Walt",1889-12-20,"London, Ont., CAN",42.98690033,-81.24623871,"Camden, NJ",39.945251,-75.119133,,
Not,4551,"Duckett, William H.","Whitman, Walt",1889-12-20,"Philadelphia, PA",39.95222092,-75.16217804,"Camden, NJ",39.945251,-75.119133,,
Not,4552,"O'Connor, Ellen M.","Whitman, Walt",1889-12-21,"Washington, D.C.",38.89036942,-77.03195953,"Camden, NJ",39.945251,-75.119133,,
Not,4553,"Bucke, Richard Maurice","Whitman, Walt",1889-12-22,"London, Ont., CAN",42.98690033,-81.24623871,"Camden, NJ",39.945251,-75.119133,,
Whitman,4554,"Whitman, Walt","Schmidt, Rudolf",1889-12-24,"Camden, NJ",39.94525146,-75.119133,"Copenhagen, DNK",55.6725998,12.5531702,,
Not,4555,"Bucke, Richard Maurice","Whitman, Walt",1889-12-24,"London, Ont., CAN",42.98690033,-81.24623871,"Camden, NJ",39.9452515,-75.119133,,
Not,4556,"Wood, J. B.","Whitman, Walt",1889-12-24,,,,"Camden, NJ(?)",,,,
Not,4557,"Waters, E.C.","Whitman, Walt",1889-12-24,"Long Island, NY",40.80861282,-73.2575531,"Camden, NJ",39.945251,-75.119133,,
Not,4558,"Wilkins, Edward","Whitman, Walt",1889-12-24,"London, GB-ENG",51.50642014,-0.127210006,"Camden, NJ",39.945251,-75.119133,,
Whitman,4559,"Whitman, Walt","Bucke, Richard Maurice",1889-12-25,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Not,4560,"Heyde, Charles L.","Whitman, Walt",1889-12-27,"Burlington, VT",44.47592926,-73.21276855,"Camden, NJ",39.945251,-75.119133,,
Not,4561,"Kennedy, William Sloane","Whitman, Walt",1889-12-27,,,,"Camden, NJ(?)",,,,
Whitman,4562,"Whitman, Walt","Bucke, Richard Maurice",1889-12-29,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Not,4563,"Gould, Elizabeth Porter","Whitman, Walt",1889-12-30,"Chelsea, MA",42.39376068,-71.03237152,"Camden, NJ",39.945251,-75.119133,,
Whitman,4564,"Whitman, Walt","Wilkins, Edward",1889-12-31,"Camden, NJ",39.94525146,-75.119133,"London, GB-ENG",51.50642,-0.12721001,,
Not,4565,"Johnston, Dr. John and J. W. Wallace","Whitman, Walt",1889-12-31,,,,"Camden, NJ(?)",,,,
Not,4566,"Rean, F. W.","Whitman, Walt",1889-12-31,,,,"Camden, NJ(?)",,,,
Not,4567,"Heyde, Charles L.","Whitman, Walt",1889-12-??,"Burlington, VT",44.47592926,-73.21276855,"Camden, NJ",39.945251,-75.119133,,
Not,4568,"Hutchinson, Thomas","Whitman, Walt",1889-12-13,"Morpeth, GB-ENG",55.1674881,-1.690389991,"Camden, NJ",39.945251,-75.119133,,
Whitman,4569,"Whitman, Walt","McKay, David",1889-??-??,"Camden, NJ(?)",,,,,,,
Whitman,4570,"Whitman, Walt",Unknown Correspondent,1889-x-xx,"Camden, NJ(?)",,,,,,,
Not,4571,"Heyde, Charles L.","Whitman, Walt",1890-01-01,"Burlington, VT",44.47592926,-73.21276855,"Camden, NJ",39.945251,-75.119133,,
Not,4572,"Heyde, Charles L.","Whitman, Walt",1890-01-02,"Burlington, VT",44.47592926,-73.21276855,"Camden, NJ",39.945251,-75.119133,,
Whitman,4573,"Whitman, Walt","Stafford, Susan and George",1890-01-03,"Camden, NJ",39.94525146,-75.119133,"Kirkwood, NJ",39.830818,-74.9918976,,
Not,4574,"Smith, Alys","Whitman, Walt",1890-01-04,,,,"Camden, NJ(?)",,,,
Not,4575,"Spaulding, Ada H.","Whitman, Walt",1890-01-04,,,,"Camden, NJ(?)",,,,
Whitman,4576,"Whitman, Walt","Bucke, Richard Maurice",1890-01-04,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Not,4577,"Bucke, Richard Maurice","Whitman, Walt",1890-01-05,"London, Ont., CAN",42.98690033,-81.24623871,"Camden, NJ",39.945251,-75.119133,,
Not,4578,"Heyde, Charles L.","Whitman, Walt",1890-01-06,"Burlington, VT",44.47592926,-73.21276855,"Camden, NJ",39.945251,-75.119133,,
Not,4579,"Kennedy, William Sloane","Whitman, Walt",1890-01-06,"Boston, MA",42.35866165,-71.05673981,"Camden, NJ",39.945251,-75.119133,,
Not,4580,"Scovel, James Matlack","Whitman, Walt",1890-01-06,,,,"Camden, NJ(?)",,,,
Whitman,4581,"Whitman, Walt","Calder, Alma and John H. Johnston",1890-01-06,"Camden, NJ",39.94525146,-75.119133,?,not found,not found,,
Not,4582,"Bucke, Richard Maurice","Whitman, Walt",1890-01-07,"London, Ont., CAN",42.98690033,-81.24623871,"Camden, NJ",39.945251,-75.119133,,
Not,4583,"Stead, William T.","Whitman, Walt",1890-01-07,,,,"Camden, NJ(?)",,,,
Whitman,4584,"Whitman, Walt","Bucke, Richard Maurice",1890-01-07,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Not,4585,"O'Dowd, Bernard","Whitman, Walt",1890-01-09,"Melbourne, AUS",-37.81753159,144.9671478,"Camden, NJ",39.945251,-75.119133,,
Not,4586,"Bucke, Richard Maurice","Whitman, Walt",1890-01-10,"London, Ont., CAN",42.98690033,-81.24623871,"Camden, NJ",39.945251,-75.119133,,
Not,4587,"Bucke, Richard Maurice","Whitman, Walt",1890-01-12,"London, Ont., CAN",42.98690033,-81.24623871,"Camden, NJ",39.945251,-75.119133,,
Not,4588,"Estes, Dana","Whitman, Walt",1890-01-14,"Boston, MA",42.35866165,-71.05673981,"Camden, NJ",39.945251,-75.119133,,
Whitman,4589,"Whitman, Walt","Bucke, Richard Maurice",1890-01-14,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Not,4590,"Bucke, Richard Maurice","Whitman, Walt",1890-01-16,"London, Ont., CAN",42.98690033,-81.24623871,"Camden, NJ",39.945251,-75.119133,,
Not,4591,"Swinton, John","Whitman, Walt",1890-01-16,,,,"Camden, NJ(?)",,,,
Not,4592,"Bucke, Richard Maurice","Whitman, Walt",1890-01-17,"London, Ont., CAN",42.98690033,-81.24623871,"Camden, NJ",39.945251,-75.119133,,
Whitman,4593,"Whitman, Walt","Bucke, Richard Maurice",1890-01-18-[19],"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
Whitman,4594,"Whitman, Walt","Bucke, Richard Maurice",1890-01-22,"Camden, NJ",39.94525146,-75.119133,"London, Ont., CAN",42.9869,-81.2462387,,
